total_area,no_of_bed_room,no_of_bath_room,city,tiles,rent_tk,balcony
967.88,2,1,noakhali city,no,17930.09,1
1098.33,2,2,raipur city,no,17501.38,1
1470.85,3,3,noakhali city,yes,30000.0,1
1661.76,5,4,noakhali city,yes,30000.0,0
1047.87,3,3,feni city,no,21875.15,0
1145.74,3,1,lakshmipur city,yes,25859.86,0
1426.8,4,4,noakhali city,yes,30000.0,4
1209.9,3,3,feni city,yes,21313.42,0
1028.19,3,2,raipur city,yes,18705.67,0
723.79,3,3,feni city,yes,16339.74,1
1152.4,3,1,noakhali city,yes,22425.42,1
1205.54,4,2,feni city,no,29324.88,2
684.43,1,1,noakhali city,no,12399.79,1
1328.76,4,3,raipur city,yes,26719.18,4
902.16,2,1,feni city,yes,16782.21,1
1245.45,3,1,feni city,yes,21575.83,2
1511.63,5,4,noakhali city,yes,30000.0,3
1146.73,3,3,noakhali city,yes,30000.0,3
1166.33,3,2,feni city,no,22481.85,2
1563.39,5,3,raipur city,yes,30000.0,3
1075.33,2,1,noakhali city,yes,25126.17,2
934.15,2,1,feni city,yes,15842.43,0
1356.02,3,3,lakshmipur city,yes,24301.1,0
1247.44,3,3,feni city,no,21067.22,3
1404.93,3,2,noakhali city,yes,24885.49,1
1719.43,5,1,noakhali city,yes,30000.0,5
1086.48,3,3,noakhali city,no,23442.64,3
1263.92,3,1,noakhali city,yes,25865.45,1
1052.94,3,3,noakhali city,yes,30000.0,3
1155.48,2,1,feni city,no,16208.21,2
1593.21,3,2,raipur city,yes,29263.39,3
934.29,3,3,noakhali city,yes,26619.94,1
815.52,2,1,lakshmipur city,yes,16903.91,2
905.62,3,2,lakshmipur city,no,26012.5,3
1528.89,5,4,raipur city,yes,29043.54,1
1381.13,4,4,feni city,yes,30000.0,2
1439.04,5,4,feni city,no,30000.0,3
1536.02,4,1,feni city,yes,28515.9,0
1660.88,5,3,feni city,no,29066.26,5
1097.88,3,2,noakhali city,yes,25419.07,2
958.4,2,1,noakhali city,yes,19154.64,2
1550.51,4,1,lakshmipur city,no,30000.0,2
1064.52,3,1,raipur city,yes,20171.69,0
1496.49,5,3,noakhali city,yes,30000.0,5
783.37,1,1,feni city,yes,13222.07,0
998.81,3,1,feni city,yes,21873.19,3
1280.78,3,2,noakhali city,yes,30000.0,2
963.71,2,2,lakshmipur city,yes,18196.12,0
1078.29,3,1,lakshmipur city,no,27131.71,3
966.0,2,2,raipur city,yes,18792.68,2
1497.37,4,3,noakhali city,yes,30000.0,4
1001.66,2,1,lakshmipur city,yes,21593.27,0
1025.29,3,2,feni city,yes,22199.62,0
1489.88,5,4,noakhali city,no,30000.0,4
1117.32,2,1,noakhali city,yes,18789.05,0
1349.82,3,2,noakhali city,yes,30000.0,2
1437.44,2,2,feni city,yes,22927.49,0
837.37,1,1,lakshmipur city,yes,13188.57,0
1070.83,2,2,lakshmipur city,yes,23549.33,1
901.06,3,3,noakhali city,no,25183.44,3
693.81,1,1,noakhali city,yes,14766.32,0
1535.42,4,3,noakhali city,yes,30000.0,0
929.91,2,1,raipur city,yes,18942.78,2
660.79,1,1,raipur city,yes,10879.78,1
1365.95,3,3,lakshmipur city,yes,29906.8,0
1256.36,3,3,noakhali city,no,26912.22,3
856.71,2,2,lakshmipur city,yes,21282.18,0
1380.31,3,2,feni city,yes,25049.92,1
1185.92,3,3,lakshmipur city,no,30000.0,3
1153.34,4,2,noakhali city,yes,30000.0,0
1503.99,3,1,feni city,yes,22814.62,3
1130.34,3,1,raipur city,no,20559.16,1
1613.58,4,4,noakhali city,yes,30000.0,0
642.59,2,2,noakhali city,no,14164.59,1
834.8,2,1,lakshmipur city,yes,19063.57,1
1283.56,4,3,noakhali city,no,30000.0,3
1425.08,2,2,noakhali city,yes,30000.0,2
1056.62,2,1,noakhali city,yes,23007.31,2
793.13,3,2,raipur city,yes,19339.51,1
1319.62,3,1,raipur city,yes,22562.87,0
744.5,2,2,noakhali city,no,15162.04,1
1085.36,2,2,noakhali city,yes,22741.65,0
842.71,2,2,noakhali city,yes,22072.96,1
686.33,1,1,raipur city,no,9548.99,1
988.37,3,1,noakhali city,yes,23595.58,3
1310.71,3,2,raipur city,no,21313.56,0
1157.39,3,3,raipur city,yes,21611.19,3
616.26,2,1,feni city,yes,17115.93,2
959.81,2,2,feni city,no,14842.71,1
1020.67,1,1,noakhali city,no,16610.56,0
1243.35,3,3,lakshmipur city,yes,30000.0,3
1161.1,2,2,feni city,no,18061.8,2
1498.64,4,3,feni city,yes,27701.43,4
1003.62,2,2,feni city,yes,20319.87,1
1156.88,3,1,noakhali city,yes,21779.53,2
921.61,3,1,lakshmipur city,no,19007.68,1
1472.94,4,2,noakhali city,yes,30000.0,4
1099.49,2,1,lakshmipur city,yes,20796.0,1
1390.37,2,1,lakshmipur city,yes,22816.08,0
1520.64,4,4,lakshmipur city,yes,30000.0,4
955.97,2,2,raipur city,yes,17962.45,2
1289.19,4,4,feni city,no,24755.58,0
1105.95,3,2,raipur city,yes,20649.82,0
1107.79,2,1,feni city,yes,19987.21,2
976.02,2,2,feni city,yes,23271.75,2
1386.77,3,2,feni city,no,29963.41,3
1325.86,3,1,feni city,yes,23625.13,3
1594.19,3,2,raipur city,yes,22071.34,0
1252.01,2,2,feni city,yes,20045.95,2
980.31,2,1,noakhali city,no,21598.36,0
1229.38,3,1,raipur city,yes,21170.21,0
985.36,2,2,noakhali city,yes,28551.83,2
747.49,2,2,noakhali city,yes,19944.64,1
1234.38,4,4,raipur city,yes,27115.14,3
1056.31,3,1,raipur city,no,15936.84,0
1644.32,4,3,noakhali city,no,30000.0,2
895.54,2,2,lakshmipur city,yes,18602.15,2
913.45,2,1,raipur city,yes,14598.43,0
1583.07,4,3,raipur city,yes,30000.0,1
1341.68,4,1,feni city,no,23683.39,3
795.09,2,1,lakshmipur city,yes,14196.85,0
1363.63,3,3,raipur city,yes,23597.74,2
885.73,2,1,noakhali city,yes,20805.32,0
1495.15,4,2,raipur city,yes,25024.96,0
1629.6,4,2,noakhali city,yes,29183.69,1
949.0,2,2,feni city,no,14433.2,0
1492.94,3,2,raipur city,yes,21746.45,0
636.07,1,1,raipur city,no,9971.25,0
1119.57,3,2,raipur city,yes,16897.52,1
1165.94,3,3,lakshmipur city,yes,30000.0,3
1082.73,2,1,raipur city,yes,16148.98,0
1466.58,4,4,raipur city,no,28904.32,4
767.46,2,1,lakshmipur city,yes,19422.89,1
1100.88,2,1,lakshmipur city,yes,18151.13,0
1237.15,3,3,raipur city,yes,22685.39,3
1388.02,4,1,lakshmipur city,yes,27008.01,1
908.26,2,1,lakshmipur city,yes,17767.13,0
1054.38,2,1,raipur city,yes,16476.18,1
1568.58,4,4,raipur city,yes,27641.0,0
928.13,2,1,feni city,yes,15707.94,2
1098.61,2,2,raipur city,yes,20518.96,1
1120.44,3,3,noakhali city,no,25874.98,1
1101.82,4,1,noakhali city,no,28835.01,2
977.73,3,3,noakhali city,yes,30000.0,1
1067.72,2,2,lakshmipur city,yes,19489.73,1
1277.3,4,4,raipur city,no,26382.49,2
1218.45,3,1,feni city,yes,17106.56,0
1764.98,5,2,feni city,no,30000.0,0
985.87,2,1,noakhali city,yes,23597.29,1
1554.95,4,2,noakhali city,yes,30000.0,1
1003.5,3,3,noakhali city,yes,30000.0,3
1087.65,2,2,lakshmipur city,yes,20310.75,0
1055.8,3,2,raipur city,yes,20623.61,2
1563.99,4,4,feni city,yes,25525.31,1
978.1,2,1,feni city,yes,18247.5,0
649.29,1,1,raipur city,yes,9905.77,0
1249.39,3,2,noakhali city,yes,26786.43,2
1158.26,2,2,lakshmipur city,yes,19019.64,1
1031.12,2,1,raipur city,yes,16707.63,1
1175.94,3,2,feni city,yes,22813.13,3
1723.09,4,3,raipur city,no,27419.88,2
1222.0,3,1,feni city,yes,24507.59,3
769.45,2,2,lakshmipur city,yes,18135.83,1
1158.21,2,2,lakshmipur city,yes,23518.38,1
964.28,2,1,noakhali city,yes,18031.17,1
1371.7,3,2,noakhali city,no,30000.0,3
1384.8,4,4,lakshmipur city,no,27715.26,2
1118.76,2,1,noakhali city,yes,19015.48,1
914.21,2,1,lakshmipur city,no,17792.25,0
1118.09,2,1,lakshmipur city,yes,21338.5,0
1268.94,3,1,noakhali city,yes,22961.6,0
819.21,3,2,lakshmipur city,yes,20903.29,1
1019.52,1,1,feni city,no,14030.69,1
1210.07,2,2,feni city,no,17597.06,2
987.94,2,1,feni city,yes,15568.62,2
956.58,2,1,noakhali city,yes,17658.86,1
1001.23,2,1,lakshmipur city,no,15976.74,2
900.5,2,1,lakshmipur city,yes,17081.24,1
993.73,3,2,feni city,yes,22088.99,3
1228.02,3,1,noakhali city,no,27724.48,3
1205.51,4,2,feni city,no,23910.0,4
721.62,1,1,lakshmipur city,yes,12402.64,0
1382.33,5,4,noakhali city,yes,30000.0,3
460.69,1,1,lakshmipur city,yes,11689.95,0
1799.77,5,4,feni city,no,30000.0,1
970.52,2,1,lakshmipur city,yes,22367.32,1
1137.59,2,1,lakshmipur city,yes,22016.97,0
788.57,2,1,feni city,yes,17072.07,0
1211.86,3,3,lakshmipur city,no,27453.42,1
1527.72,3,1,feni city,yes,22212.54,3
918.46,2,1,feni city,yes,17407.53,1
1360.71,4,2,feni city,yes,26968.14,3
1249.59,5,2,noakhali city,no,30000.0,1
1329.88,3,2,feni city,yes,28908.76,1
1160.3,2,2,raipur city,yes,19962.26,1
974.75,2,2,feni city,yes,20103.24,0
1235.92,3,1,raipur city,yes,19928.5,0
916.31,3,2,noakhali city,no,27414.5,3
1086.98,3,2,feni city,yes,22862.88,0
938.27,2,2,noakhali city,no,16125.33,0
1016.68,4,1,feni city,yes,20529.76,3
1251.46,2,1,noakhali city,yes,26568.53,1
1108.91,2,1,raipur city,yes,17133.96,0
791.77,1,1,lakshmipur city,no,12032.15,0
1592.0,5,3,raipur city,yes,24261.65,1
1278.33,3,2,lakshmipur city,yes,27402.59,2
1612.63,4,4,feni city,yes,28425.94,3
1377.52,4,1,raipur city,yes,20685.09,2
1366.84,3,2,lakshmipur city,no,28699.91,2
1565.26,4,1,noakhali city,no,30000.0,0
1354.15,3,3,lakshmipur city,yes,27177.57,0
1118.15,3,1,noakhali city,yes,22692.59,1
1127.84,2,2,feni city,yes,20700.79,0
942.55,2,2,feni city,yes,18933.7,2
1065.11,2,2,feni city,yes,21599.65,1
743.75,1,1,noakhali city,no,12328.0,1
1006.56,2,2,raipur city,yes,19157.42,1
1033.84,2,1,noakhali city,yes,18708.19,2
1284.07,4,2,raipur city,yes,25757.54,0
958.89,3,1,noakhali city,yes,26041.61,2
1006.23,3,2,noakhali city,yes,27230.59,1
1237.23,3,1,noakhali city,yes,25897.86,2
1585.88,5,4,raipur city,yes,25626.91,0
1113.35,3,1,feni city,yes,17038.4,0
901.09,2,2,noakhali city,no,23779.5,2
1517.0,4,2,lakshmipur city,yes,30000.0,4
1231.67,3,2,lakshmipur city,yes,29570.1,1
1179.95,3,3,lakshmipur city,yes,30000.0,3
1308.61,2,2,noakhali city,yes,24705.81,1
1274.56,2,1,lakshmipur city,yes,22504.81,2
1253.85,3,3,feni city,yes,27298.21,2
1540.94,4,1,noakhali city,no,30000.0,0
1232.62,3,3,noakhali city,no,23064.9,0
1125.49,4,1,feni city,yes,29620.92,3
1636.4,5,3,noakhali city,no,30000.0,4
1036.07,2,2,raipur city,no,19368.33,1
1675.84,4,1,raipur city,yes,30000.0,2
1555.25,3,3,raipur city,yes,26227.83,1
1328.41,3,3,raipur city,yes,23587.2,0
907.9,3,2,raipur city,no,17545.8,2
1386.6,4,1,raipur city,no,24562.34,0
1097.7,2,2,raipur city,no,17703.29,1
1108.02,3,1,lakshmipur city,yes,23293.61,2
779.95,1,1,raipur city,yes,11404.19,0
1340.86,3,2,raipur city,no,26913.18,3
853.7,2,2,lakshmipur city,yes,17438.07,0
819.14,1,1,noakhali city,yes,17154.16,1
614.65,1,1,noakhali city,yes,14528.56,0
1486.34,3,2,raipur city,no,18908.11,1
1675.81,4,4,raipur city,yes,30000.0,1
1647.92,5,3,feni city,yes,30000.0,0
1874.0,5,4,lakshmipur city,yes,30000.0,1
1462.62,4,2,raipur city,no,24497.86,2
1174.2,3,2,raipur city,yes,19465.48,0
859.05,2,2,noakhali city,yes,20305.71,1
1142.6,3,1,feni city,no,21267.13,0
998.69,3,1,lakshmipur city,yes,19261.29,3
1114.05,3,3,noakhali city,yes,30000.0,0
913.42,2,2,noakhali city,yes,21360.75,0
1007.36,2,2,raipur city,yes,16906.9,1
1361.5,3,3,lakshmipur city,yes,30000.0,0
1112.49,2,1,noakhali city,no,16948.45,1
546.97,1,1,raipur city,yes,10716.31,0
1125.16,3,3,feni city,no,21556.02,3
879.32,2,2,feni city,yes,18410.63,1
1358.61,4,3,raipur city,yes,23716.44,4
1404.12,4,4,noakhali city,yes,30000.0,1
879.72,2,1,feni city,yes,17090.76,0
814.16,1,1,raipur city,yes,13029.99,1
1171.02,2,2,raipur city,no,15442.59,2
1553.42,4,3,feni city,no,29709.0,3
1017.86,2,2,raipur city,yes,14811.85,2
646.2,2,1,raipur city,yes,14611.24,2
1426.81,3,3,raipur city,no,21628.1,0
776.92,1,1,feni city,yes,12848.13,0
909.46,2,2,raipur city,yes,13725.17,1
1705.97,4,1,lakshmipur city,yes,29327.43,3
958.5,3,1,feni city,no,15633.0,2
1449.14,4,4,noakhali city,yes,30000.0,0
631.68,1,1,feni city,yes,11775.2,0
1124.38,2,2,noakhali city,yes,27977.11,1
1138.29,3,2,lakshmipur city,yes,29531.58,2
1055.99,2,1,lakshmipur city,yes,21174.24,0
1313.56,3,2,lakshmipur city,yes,26551.64,0
1141.41,4,1,raipur city,yes,24016.63,1
1211.59,2,2,lakshmipur city,yes,26143.0,1
808.68,2,2,raipur city,yes,12004.99,0
1240.66,4,4,noakhali city,no,30000.0,4
1179.62,3,1,noakhali city,no,26337.01,2
1215.98,3,1,noakhali city,yes,23690.87,1
918.6,2,2,raipur city,yes,13351.09,0
1116.13,2,2,raipur city,yes,17207.8,0
930.97,2,2,lakshmipur city,no,15945.69,1
746.87,1,1,raipur city,no,10592.56,1
1325.73,3,2,lakshmipur city,no,24092.07,3
701.65,2,1,lakshmipur city,yes,16034.49,2
1204.56,3,3,noakhali city,yes,30000.0,2
1457.19,3,2,feni city,yes,26343.69,0
1185.14,3,1,lakshmipur city,yes,21958.56,2
997.03,3,2,raipur city,yes,24254.02,3
900.91,1,1,raipur city,yes,14814.8,1
658.12,1,1,feni city,no,12809.85,1
979.95,2,2,noakhali city,yes,20719.14,1
995.33,2,2,noakhali city,yes,19421.98,1
790.03,1,1,noakhali city,yes,15273.17,0
1235.84,4,4,lakshmipur city,yes,29186.16,2
1189.29,2,2,lakshmipur city,no,25567.49,1
1335.76,4,3,noakhali city,yes,30000.0,3
894.15,2,2,lakshmipur city,no,21754.64,1
1114.33,3,2,noakhali city,yes,29491.95,3
904.7,2,2,raipur city,yes,17719.74,2
1512.92,4,1,lakshmipur city,no,27431.11,4
1373.81,4,1,raipur city,yes,30000.0,4
1047.27,3,3,noakhali city,no,25489.2,0
693.62,1,1,feni city,no,10735.45,0
1251.39,2,1,lakshmipur city,no,23502.98,0
884.11,1,1,feni city,no,12491.82,0
1128.76,2,2,feni city,yes,20363.13,2
1136.7,3,1,noakhali city,yes,30000.0,3
1813.29,5,3,lakshmipur city,no,30000.0,5
911.73,3,3,lakshmipur city,yes,22365.06,2
1155.8,2,1,lakshmipur city,no,22308.63,0
1170.1,3,3,lakshmipur city,yes,27281.5,1
1239.64,4,1,raipur city,no,25069.39,3
1328.2,3,1,noakhali city,no,30000.0,3
939.99,2,1,noakhali city,yes,21674.98,0
991.73,2,1,lakshmipur city,yes,14981.73,0
985.51,2,2,lakshmipur city,yes,22895.15,2
1372.74,4,3,feni city,yes,28229.61,2
562.21,1,1,noakhali city,no,14517.6,1
1453.47,4,1,feni city,no,26491.64,1
1847.95,5,3,raipur city,yes,30000.0,2
1324.31,3,3,noakhali city,yes,30000.0,1
1147.03,3,2,raipur city,yes,18777.47,0
1204.63,3,3,lakshmipur city,yes,26953.94,2
733.18,1,1,feni city,no,13900.24,1
1314.11,2,1,noakhali city,yes,21082.03,0
1149.34,2,1,raipur city,no,14297.32,1
1210.81,3,3,feni city,no,18601.53,0
1290.71,2,1,lakshmipur city,yes,20936.77,0
858.77,2,1,noakhali city,yes,16472.01,1
1218.96,3,1,lakshmipur city,no,23285.17,1
1217.45,4,4,lakshmipur city,yes,30000.0,3
684.54,1,1,noakhali city,yes,13788.3,1
905.5,2,2,raipur city,no,16095.06,2
934.04,2,2,feni city,yes,15381.75,0
1621.94,5,2,noakhali city,no,30000.0,3
1452.19,4,4,raipur city,yes,30000.0,4
1507.66,4,2,feni city,yes,26451.33,2
1472.54,3,2,feni city,yes,26046.86,3
1248.46,3,3,feni city,yes,29735.61,1
976.93,2,2,noakhali city,yes,26737.26,1
1047.82,2,1,noakhali city,yes,18390.06,1
1255.43,3,1,raipur city,yes,17304.53,1
846.89,1,1,raipur city,no,9661.71,0
749.73,1,1,lakshmipur city,yes,12319.66,0
1246.6,3,3,raipur city,no,21157.94,1
1361.82,5,2,noakhali city,no,30000.0,4
1126.03,2,1,lakshmipur city,yes,17788.34,2
968.45,2,1,raipur city,yes,11736.3,0
751.84,1,1,noakhali city,no,12241.28,0
1014.52,3,3,feni city,yes,23230.17,1
1258.87,3,2,feni city,yes,25802.73,1
1318.16,4,3,noakhali city,yes,30000.0,4
1272.24,3,3,noakhali city,no,30000.0,3
1098.46,2,1,lakshmipur city,yes,17858.83,1
1340.11,3,1,noakhali city,yes,26728.84,3
1054.68,3,1,feni city,yes,16038.88,1
1468.45,3,3,noakhali city,yes,29077.64,2
1107.76,2,1,feni city,yes,18618.83,1
1233.45,3,1,lakshmipur city,no,20556.66,1
1636.46,5,2,feni city,yes,28383.44,5
1224.54,3,1,lakshmipur city,yes,24474.79,1
1159.45,4,1,raipur city,yes,21142.64,1
1123.01,2,1,raipur city,yes,15357.92,0
1245.99,2,1,feni city,yes,18334.69,0
1166.66,3,1,noakhali city,no,25554.96,2
1129.16,4,2,raipur city,yes,27046.72,3
1350.14,3,3,feni city,yes,29871.02,1
1082.02,2,2,raipur city,yes,14918.77,0
1177.61,3,1,noakhali city,yes,23640.22,0
1210.58,3,2,lakshmipur city,yes,22543.54,3
833.8,2,2,raipur city,yes,14106.31,2
1172.9,3,1,lakshmipur city,yes,28574.52,3
1123.82,2,2,noakhali city,no,24568.72,2
833.51,2,2,noakhali city,yes,23833.98,2
1043.26,2,2,feni city,yes,21796.73,0
806.53,3,1,raipur city,yes,16967.7,1
797.28,1,1,feni city,yes,12956.51,0
1107.15,3,2,noakhali city,yes,30000.0,3
1318.31,3,2,lakshmipur city,yes,26536.36,2
1112.07,3,2,raipur city,yes,18609.45,0
1441.62,4,4,raipur city,no,23630.45,2
1371.97,3,1,feni city,yes,21686.18,3
1518.6,4,1,noakhali city,yes,30000.0,3
1479.64,4,4,feni city,yes,27322.53,3
885.21,2,2,lakshmipur city,yes,17271.7,2
1074.0,4,3,lakshmipur city,no,25553.81,2
1109.01,2,2,raipur city,no,18156.13,2
758.35,2,1,raipur city,no,12483.93,0
862.02,2,2,noakhali city,no,18364.99,1
1173.81,4,1,feni city,yes,29523.53,3
936.89,2,1,noakhali city,yes,16866.77,0
990.29,3,3,feni city,no,23283.75,1
1107.19,2,2,lakshmipur city,yes,19087.41,0
1606.84,3,1,raipur city,yes,27257.45,1
970.07,1,1,feni city,yes,12274.83,0
998.83,3,2,noakhali city,yes,25277.21,2
1429.2,3,1,noakhali city,yes,30000.0,3
1197.95,3,2,lakshmipur city,yes,20445.29,0
898.07,2,1,feni city,no,15400.32,2
1069.67,2,1,raipur city,no,13785.1,2
1372.52,3,2,lakshmipur city,no,25236.82,0
729.38,1,1,raipur city,no,10611.85,0
914.86,2,2,noakhali city,yes,26004.02,2
1076.16,3,2,feni city,yes,19767.23,1
1232.32,3,1,lakshmipur city,no,28637.21,2
763.83,2,2,feni city,yes,16522.57,0
1016.81,1,1,lakshmipur city,no,16141.39,0
1325.1,2,2,feni city,yes,21006.54,0
1165.1,2,1,raipur city,yes,13379.83,0
917.97,2,2,lakshmipur city,yes,18036.48,1
1251.82,4,3,noakhali city,no,30000.0,2
1070.09,2,2,lakshmipur city,yes,20296.33,2
1445.29,3,3,lakshmipur city,yes,28716.98,0
1157.97,2,2,noakhali city,no,19327.6,0
1125.83,3,1,lakshmipur city,no,26917.88,2
991.14,2,1,raipur city,yes,17341.2,2
1159.38,3,3,feni city,yes,18755.08,0
1208.53,2,2,feni city,yes,24465.99,1
1300.12,3,3,feni city,no,26182.39,0
968.31,3,3,raipur city,yes,22596.82,1
1372.84,3,3,raipur city,yes,22613.73,1
881.32,2,2,noakhali city,no,17583.25,0
1208.36,2,1,lakshmipur city,yes,24301.2,2
1636.86,4,4,lakshmipur city,no,30000.0,0
1275.97,3,2,lakshmipur city,no,26821.86,0
1387.8,4,3,lakshmipur city,yes,30000.0,3
1516.66,4,4,raipur city,yes,29469.18,1
1183.71,3,1,raipur city,no,20369.37,3
1411.05,3,1,raipur city,yes,23273.06,0
1187.31,2,1,noakhali city,yes,27851.15,1
1225.57,3,3,noakhali city,yes,29996.54,1
708.31,1,1,raipur city,yes,10313.7,0
1111.63,2,2,feni city,no,15587.34,0
1410.08,3,2,feni city,yes,30000.0,3
1219.62,3,2,lakshmipur city,no,29542.76,2
871.0,1,1,feni city,yes,12868.64,0
986.63,2,2,feni city,yes,17831.12,1
1215.0,3,1,noakhali city,yes,27801.13,3
1081.72,2,1,lakshmipur city,yes,18424.9,2
1278.27,2,2,raipur city,yes,18621.18,0
1656.73,5,4,noakhali city,yes,30000.0,0
1276.8,3,1,lakshmipur city,yes,21486.0,3
1299.18,3,3,noakhali city,yes,25692.86,1
985.71,2,2,raipur city,yes,17310.83,1
1090.22,2,2,feni city,no,21708.76,1
1164.56,2,1,noakhali city,no,23246.43,0
870.09,2,2,raipur city,no,13645.19,2
987.33,2,2,raipur city,yes,20075.91,1
1027.1,2,1,lakshmipur city,yes,19988.07,0
1138.27,2,1,feni city,yes,17966.91,1
1158.78,3,2,noakhali city,yes,28954.3,2
1239.91,3,3,feni city,yes,21665.83,2
1201.3,2,1,lakshmipur city,no,25651.74,2
1077.78,3,3,feni city,no,24862.38,3
1738.3,5,2,lakshmipur city,no,30000.0,4
1592.54,4,4,feni city,yes,30000.0,1
1271.52,2,1,raipur city,yes,17992.58,2
915.95,2,1,noakhali city,no,18091.02,0
1173.7,3,3,raipur city,yes,19275.04,3
842.47,1,1,feni city,no,12695.48,0
1461.87,4,2,lakshmipur city,yes,30000.0,0
1373.88,5,3,feni city,no,30000.0,3
1348.78,3,2,raipur city,yes,25349.93,1
984.66,2,2,feni city,yes,15983.36,1
1347.18,4,2,raipur city,no,23142.87,0
832.62,1,1,lakshmipur city,yes,16109.36,0
1009.92,2,2,feni city,no,19923.38,2
1350.8,3,3,feni city,no,24028.37,3
1274.56,3,3,raipur city,yes,26473.98,2
1268.15,3,1,raipur city,yes,17893.95,0
1047.17,3,2,feni city,yes,27735.5,3
1287.5,3,1,noakhali city,yes,29520.92,0
1150.93,3,1,raipur city,yes,16690.75,0
1488.02,5,4,raipur city,yes,30000.0,2
862.73,1,1,lakshmipur city,no,14084.31,1
1455.18,4,2,noakhali city,yes,30000.0,2
1027.72,2,2,feni city,yes,16978.16,2
1250.44,4,3,raipur city,yes,22676.54,1
841.41,2,1,noakhali city,no,17774.92,0
905.45,3,3,lakshmipur city,no,19174.14,2
899.14,2,2,lakshmipur city,no,19346.7,1
1105.17,2,2,lakshmipur city,yes,19368.9,2
1063.08,3,2,lakshmipur city,yes,26600.0,0
671.14,1,1,raipur city,yes,12068.28,0
804.12,1,1,feni city,yes,13200.42,1
839.1,1,1,raipur city,no,9578.64,0
1597.63,4,2,lakshmipur city,yes,30000.0,2
1316.29,4,1,noakhali city,yes,30000.0,4
1138.18,3,1,noakhali city,yes,29112.27,1
1202.89,3,1,lakshmipur city,no,17955.66,0
944.96,2,1,raipur city,yes,16084.17,0
1546.93,3,1,raipur city,no,26640.86,3
999.77,2,2,feni city,no,20719.13,2
762.18,1,1,feni city,yes,12738.45,1
1094.6,3,3,raipur city,yes,19760.13,3
1250.57,3,3,lakshmipur city,yes,29579.38,0
1123.39,3,3,raipur city,yes,21592.43,3
1309.11,4,3,raipur city,yes,28136.41,0
1176.43,3,1,raipur city,no,19850.05,1
1656.46,4,2,feni city,yes,30000.0,3
981.48,1,1,noakhali city,yes,18420.19,1
1195.14,2,1,feni city,no,18254.72,0
1075.76,2,1,feni city,yes,14895.06,1
1355.73,4,1,lakshmipur city,no,25036.38,2
953.06,2,1,feni city,yes,17313.75,2
1419.81,3,3,raipur city,no,26454.33,0
1339.69,3,3,lakshmipur city,yes,30000.0,1
868.16,2,2,feni city,yes,15299.72,0
819.71,2,1,noakhali city,yes,15265.53,1
1122.63,3,2,noakhali city,yes,21377.83,0
933.26,2,1,feni city,no,14535.63,0
1077.59,3,3,noakhali city,yes,30000.0,1
1117.72,2,1,lakshmipur city,yes,22098.95,0
1724.48,5,3,raipur city,yes,30000.0,2
1231.9,3,1,feni city,yes,19793.75,2
1179.14,2,1,lakshmipur city,yes,19629.21,1
1393.53,2,1,lakshmipur city,yes,25452.01,1
1357.59,4,2,raipur city,no,20238.38,1
1369.49,5,4,noakhali city,no,30000.0,2
1325.0,3,2,raipur city,yes,18769.09,2
964.5,2,2,lakshmipur city,no,21219.63,2
833.56,2,2,lakshmipur city,yes,17923.19,2
927.58,2,1,noakhali city,no,17599.39,1
1248.62,3,3,lakshmipur city,yes,30000.0,3
1199.6,3,1,lakshmipur city,yes,29723.03,3
1338.55,4,2,raipur city,yes,24909.22,0
1633.34,4,2,raipur city,yes,30000.0,2
1663.46,4,2,feni city,yes,30000.0,3
1431.96,3,1,noakhali city,yes,30000.0,1
1000.66,2,1,feni city,yes,16801.26,2
925.7,2,2,raipur city,yes,15435.02,1
1533.64,4,4,noakhali city,yes,30000.0,4
1073.54,3,1,feni city,yes,18808.88,2
860.43,2,2,lakshmipur city,yes,17310.25,2
699.46,2,2,lakshmipur city,yes,16236.92,0
1069.12,2,2,noakhali city,yes,25479.66,2
1369.97,3,1,noakhali city,yes,23109.2,1
1095.44,3,1,noakhali city,yes,27616.39,2
999.74,3,1,lakshmipur city,yes,17022.38,0
839.01,2,2,lakshmipur city,no,17758.54,0
1043.12,2,1,lakshmipur city,yes,21516.67,2
1393.07,4,4,lakshmipur city,yes,30000.0,0
822.1,2,2,raipur city,no,13420.47,0
1018.3,3,2,lakshmipur city,no,22463.94,2
1149.99,2,1,raipur city,yes,16056.32,2
643.36,2,1,noakhali city,yes,16417.94,0
1105.03,2,2,lakshmipur city,no,20445.32,2
941.36,2,1,lakshmipur city,no,22295.35,2
1428.27,4,3,feni city,yes,30000.0,2
1197.38,3,2,raipur city,yes,22912.86,0
1289.45,3,2,noakhali city,yes,30000.0,3
861.55,2,2,lakshmipur city,yes,24054.08,2
1014.09,2,1,noakhali city,yes,18169.31,1
990.83,2,1,noakhali city,yes,17840.93,2
1487.51,5,2,feni city,yes,30000.0,4
953.11,2,1,raipur city,no,15526.81,1
1142.58,3,3,noakhali city,no,26321.04,0
1258.45,4,3,lakshmipur city,no,30000.0,0
513.78,1,1,raipur city,no,7127.94,1
1366.27,2,1,feni city,yes,24997.67,2
929.78,2,2,noakhali city,yes,22781.89,1
994.08,3,1,lakshmipur city,yes,27747.36,3
1112.79,2,1,noakhali city,yes,20251.06,0
1387.32,3,2,lakshmipur city,yes,30000.0,3
1441.14,5,3,lakshmipur city,no,30000.0,1
